gid;gml_id;Type (code);Type;Type;Statut (code);Statut;Status;Largeur;Commune;Gemeente;Coordonnées géographiques;Geo Shape;begin_date;end_date;last_check_or_update
3663;ac.fid--5822db6_19cbcb82e55_-1ec8;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.25;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.87108827931559, 4.334734951253324;"{""coordinates"": [[[4.334755459246332, 50.87101063160927], [4.334714443260316, 50.87116592702191]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
1302;ac.fid--5822db6_19cbcb82e55_-1ec6;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.64;Bruxelles;Brussel;50.79917752008471, 4.3927169783689965;"{""coordinates"": [[[4.392749163778051, 50.799155033192726], [4.392684792959943, 50.79920000697668]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
4185;ac.fid--5822db6_19cbcb82e55_-1ec3;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.84;Anderlecht;Anderlecht;50.81594415578144, 4.305710128833459;"{""coordinates"": [[[4.305711093145249, 50.81589379404159], [4.305709164521669, 50.815994517521275]]], ""type"": ""MultiLineString""}";;;
1454;ac.fid--5822db6_19cbcb82e55_-2164;14;Chemin cyclo-piéton;Fiets-/voetgangersweg;1;Existant;Bestaand;1.96;Anderlecht;Anderlecht;50.8234222507286, 4.305024007608812;"{""coordinates"": [[[4.30345195410071, 50.822052644713295], [4.305228329722376, 50.823603972795816], [4.306600283988505, 50.82478699047149]]], ""type"": ""MultiLineString""}";1987-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
4143;ac.fid--5822db6_19cbcb82e55_-2154;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.14;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.8510085698016, 4.3057108256449625;"{""coordinates"": [[[4.310972103456686, 50.85138764103016], [4.307842097719946, 50.85103624162963], [4.307095461897148, 50.8509522761551], [4.306818512928706, 50.85092191559814], [4.306442189950957, 50.850880084902286], [4.306066388001625, 50.85083671489803], [4.305684776470393, 50.850793961010325], [4.305166380550262, 50.85073633114761], [4.304956245216202, 50.85071372419466], [4.304778508557408, 50.85069824743841], [4.30455520105687, 50.85068890189902], [4.304334784675236, 50.850690627375144], [4.304232064065811, 50.85069578837555], [4.303977470374011, 50.85071688121954], [4.303755991606612, 50.85074659505582], [4.303388110931758, 50.85081017792649], [4.303050203770236, 50.85087042125775], [4.302676723501863, 50.85093835658158], [4.302163454532391, 50.85103273582666], [4.301686030772321, 50.85111913003737], [4.30081459091942, 50.85127665190948], [4.30071891977668, 50.85129405974141], [4.300672952786268, 50.851305190026906], [4.300631066373814, 50.85131657551975], [4.300590150565046, 50.85133012012245], [4.30056627753771, 50.85134182431933], [4.300546016437852, 50.85135683451872], [4.300533477648577, 50.8513703954322], [4.300527617079785, 50.85138307914218], [4.300523421697497, 50.85139858316265], [4.300522711655359, 50.85141690503198]]], ""type"": ""MultiLineString""}";;;
3509;ac.fid--5822db6_19cbcb82e55_-214e;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.96;Asse;Asse;50.83795119932343, 4.282589198492434;"{""coordinates"": [[[4.283534746550012, 50.83801198347345], [4.283423233077299, 50.83800284161065], [4.283365601585258, 50.83799299415096], [4.283308497687143, 50.83797697660503], [4.283271070827813, 50.83796375174582], [4.283223320100788, 50.837948385926474], [4.283184794847811, 50.83794240415119], [4.283045772064964, 50.8379318631764], [4.282451075247568, 50.83791306706069], [4.282316644203879, 50.837916648252545], [4.282206662125846, 50.837923995971096], [4.282129552321015, 50.837946745607034], [4.282119246285854, 50.83795723127928], [4.281983553505106, 50.837969906559664], [4.281975314012585, 50.8379721686616], [4.281875259376424, 50.837989488439575], [4.281755908137524, 50.838003354569324], [4.281643354490948, 50.838014162489635]]], ""type"": ""MultiLineString""}";;;
2839;ac.fid--5822db6_19cbcb82e55_-214d;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.125;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.82277781703017, 4.389735828779067;"{""coordinates"": [[[4.390126267900235, 50.82297356834803], [4.389859484506172, 50.822840417984416], [4.389345757674017, 50.82258133218575]]], ""type"": ""MultiLineString""}";2020-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
4173;ac.fid--5822db6_19cbcb82e55_-214a;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;1.076;Anderlecht;Anderlecht;50.8392774736738, 4.325933141337337;"{""coordinates"": [[[4.325963776609298, 50.83926395136722], [4.325902506065377, 50.83929099598039]]], ""type"": ""MultiLineString""}";;;2024-09-12T02:00:00+02:00
788;ac.fid--5822db6_19cbcb82e55_-2148;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;2.02;Bruxelles;Brussel;50.81235969096051, 4.37908562439413;"{""coordinates"": [[[4.379246236938974, 50.81243912039793], [4.378925011849287, 50.81228026152309]]], ""type"": ""MultiLineString""}";;;2024-10-28T01:00:00+01:00
1519;ac.fid--5822db6_19cbcb82e55_-2146;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.86;Bruxelles;Brussel;50.880358115778506, 4.4145067672316705;"{""coordinates"": [[[4.414369783761974, 50.88028352873156], [4.414503375865278, 50.88035633631371], [4.414619128494684, 50.88041918135681], [4.414643761268869, 50.88043268314086]]], ""type"": ""MultiLineString""}";2009-03-01T01:00:00+01:00;;2024-10-10T02:00:00+02:00
240;ac.fid--5822db6_19cbcb82e55_-2140;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.659;Ixelles;Elsene;50.81646489513737, 4.427717496113698;"{""coordinates"": [[[4.427745813511793, 50.816512328875696], [4.427689178715603, 50.81641746139905]]], ""type"": ""MultiLineString""}";;;
3905;ac.fid--5822db6_19cbcb82e55_-2138;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.88;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.87184864714384, 4.3035664843509105;"{""coordinates"": [[[4.298692184303326, 50.87272173070176], [4.298772162681858, 50.87272153022464], [4.298954577827766, 50.872719259697], [4.299172101301634, 50.87271346156313], [4.29931548523983, 50.8727072044331], [4.299422973885875, 50.87270211500495], [4.299642523327491, 50.87268921432015], [4.299908038536993, 50.87266787673421], [4.299945720942955, 50.87266445657795], [4.300015919342394, 50.87265724159158], [4.300159565947741, 50.872642524296026], [4.30023137303116, 50.872634506759745], [4.300301450575081, 50.872626627039914], [4.300413711368854, 50.87261163672091], [4.300480985382752, 50.87260238041116], [4.30071227185356, 50.87256976575958], [4.300944160359415, 50.87253268790495], [4.301083564684675, 50.87250701425002], [4.301191562207416, 50.87248568531365], [4.301296810136818, 50.872464702876655], [4.301466090462339, 50.872428800667926], [4.301603533131206, 50.87239808888218], [4.301754743844581, 50.87236163937451], [4.301983391312892, 50.872301946389854], [4.302150195220086, 50.87225613379658], [4.302253223447825, 50.87222698497329], [4.302416651708086, 50.87218084475881], [4.302604808060797, 50.87212741613668], [4.302774246884798, 50.87207902854352], [4.303266443135126, 50.87194010885619], [4.303415035315408, 50.8718974360271], [4.303616077510868, 50.871839674124026], [4.303885511559246, 50.871763004245125], [4.304083544260717, 50.8717064526452], [4.304250529760637, 50.8716587505909], [4.304445535058404, 50.87160341470647], [4.304645486084532, 50.871546342623304], [4.304823183219017, 50.871495864288775], [4.304935590363256, 50.87146381365802], [4.305143057078825, 50.871404689891435], [4.305309857728686, 50.87135678382893], [4.305396292822262, 50.87133200450435], [4.305430005657681, 50.87132259607668], [4.305628064838288, 50.871268355216635], [4.305679162216666, 50.87125489286181], [4.305743883302974, 50.87123884659436], [4.305815429101042, 50.871222230883504], [4.305882376381648, 50.871207680694845], [4.305985579755779, 50.87118515379571], [4.306048995029104, 50.87117170379574], [4.306130124618787, 50.87115589470863], [4.306198117624668, 50.87114343747523], [4.306265848404947, 50.87113149838344], [4.306339384617603, 50.87111955443239], [4.306408007925668, 50.87110829822489], [4.306516373780457, 50.87109133890482], [4.306588985223489, 50.87108097154135], [4.306694585533533, 50.871067832765995], [4.306838354804769, 50.871050715590776], [4.306909887384679, 50.8710434669392], [4.307017957274554, 50.87103345354044], [4.307094494736252, 50.871027415838014], [4.30720122611203, 50.8710189613299], [4.307276841066283, 50.871014144821324], [4.307385981432777, 50.87100899381731], [4.307495170234967, 50.871004882333686], [4.307606301436232, 50.87100146567872], [4.307713812600932, 50.870998743195564], [4.307787238982982, 50.87099808718352], [4.307895585057917, 50.87099849006642], [4.308006116981135, 50.87099958845567], [4.308114980155898, 50.87100224803493], [4.308181532009789, 50.8710045359825], [4.308258022489056, 50.87100874057693], [4.308332722299506, 50.87101277751465], [4.308438988677069, 50.871018046682494]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
566;ac.fid--5822db6_19cbcb82e55_-2133;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.97;Bruxelles;Brussel;50.8819622022386, 4.417345207543118;"{""coordinates"": [[[4.417274624948266, 50.881922084308144], [4.417306811293246, 50.881939964102216], [4.417325660454873, 50.881950879131374], [4.417415579844334, 50.882002692181025]]], ""type"": ""MultiLineString""}";2009-03-01T01:00:00+01:00;;2024-10-11T02:00:00+02:00
2252;ac.fid--5822db6_19cbcb82e55_-212d;12;Rue cyclable;Fietsstraat;1;Existant;Bestaand;;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.84228452718034, 4.406594021079881;"{""coordinates"": [[[4.407498280257017, 50.840761117145206], [4.405689761902745, 50.84380793721548]]], ""type"": ""MultiLineString""}";2021-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
2427;ac.fid--5822db6_19cbcb82e55_-212a;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.152;Saint-Gilles;Sint-Gillis;50.829935790076526, 4.355831783102681;"{""coordinates"": [[[4.355790761737157, 50.829936947891724], [4.355808631101024, 50.82993820798143], [4.355841257715455, 50.82993638428413], [4.355872462232268, 50.8299300915887]]], ""type"": ""MultiLineString""}";;;
1341;ac.fid--5822db6_19cbcb82e55_-211d;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.69;Bruxelles;Brussel;50.8788983489053, 4.3563100829829295;"{""coordinates"": [[[4.356281504999002, 50.87893102073715], [4.356288392132739, 50.878921542359954], [4.35630779533757, 50.87890166058293], [4.35633881372664, 50.87886573384596]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-10-14T02:00:00+02:00
2067;ac.fid--5822db6_19cbcb82e55_-2119;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.628;Bruxelles;Brussel;50.857596681085816, 4.348966021146448;"{""coordinates"": [[[4.348954382954565, 50.85771451541933], [4.348968494361231, 50.85759756610291], [4.348972606475805, 50.85747845540699]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-30T02:00:00+02:00
2276;ac.fid--5822db6_19cbcb82e55_-2117;12;Rue cyclable;Fietsstraat;1;Existant;Bestaand;;Anderlecht;Anderlecht;50.84645222427904, 4.305887206722856;"{""coordinates"": [[[4.306608321516153, 50.8463554520565], [4.30644676574067, 50.846365549344554], [4.305167476094165, 50.84656184262534]]], ""type"": ""MultiLineString""}";2022-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
1901;ac.fid--5822db6_19cbcb82e55_-2112;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;1.317;Schaerbeek;Schaarbeek;50.86471936635103, 4.394653959226145;"{""coordinates"": [[[4.394545496680089, 50.86465325597255], [4.394672037676991, 50.864730737705486], [4.394762795640319, 50.86478485803126]]], ""type"": ""MultiLineString""}";;;2024-09-23T02:00:00+02:00
3780;ac.fid--5822db6_19cbcb82e55_-2108;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;2.48;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.885595502747876, 4.317287297346456;"{""coordinates"": [[[4.317472630502166, 50.88559642261526], [4.317340289095092, 50.88559341302075], [4.317267961717071, 50.88559305074332], [4.317158284859675, 50.88559810347915], [4.317102060740504, 50.88560119601084]]], ""type"": ""MultiLineString""}";;;2024-10-23T02:00:00+02:00
3385;ac.fid--5822db6_19cbcb82e55_-2102;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.96;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.88570629725228, 4.312344156206409;"{""coordinates"": [[[4.311053803457956, 50.885775699266844], [4.311370835817145, 50.88577549923815], [4.311711636630216, 50.885762127818296], [4.311837234308893, 50.88575373197168], [4.312043606760128, 50.88573468685159], [4.312361102543361, 50.88570733580037], [4.312485291537694, 50.88570111299909], [4.312634433719726, 50.88568981851174], [4.312809273462481, 50.885674020871974], [4.313632810941997, 50.88560264430412]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-24T02:00:00+02:00
235;ac.fid--5822db6_19cbcb82e55_-2101;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.163;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.840055657678846, 4.4628248809753055;"{""coordinates"": [[[4.462396810381764, 50.840130096416836], [4.46239841030292, 50.84012985159239], [4.463252946250981, 50.83998118641168]]], ""type"": ""MultiLineString""}";;;
3790;ac.fid--5822db6_19cbcb82e55_-20fa;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.2;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.87649677528709, 4.333064624690891;"{""coordinates"": [[[4.333044456597361, 50.876581643563], [4.333084792784422, 50.87641190701119]]], ""type"": ""MultiLineString""}";2015-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
3419;ac.fid--5822db6_19cbcb82e55_-20f2;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.4;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.87509759043633, 4.317647706058318;"{""coordinates"": [[[4.317666555469001, 50.87487276024768], [4.317663348551608, 50.87487591363351], [4.317661428908929, 50.87487780123227], [4.317660378121761, 50.87488372439963], [4.317659327334327, 50.87488964756697], [4.317649458497642, 50.875056263106345], [4.317643184218435, 50.87516996551041], [4.317636377485355, 50.87532475941872]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
670;ac.fid--5822db6_19cbcb82e55_-20ea;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.79;Bruxelles;Brussel;50.809422606604514, 4.383175832450739;"{""coordinates"": [[[4.383099666895386, 50.80948530969009], [4.383152892595413, 50.80943303965307], [4.383180806785241, 50.80941266021973], [4.383221990906731, 50.80939645255119], [4.383251296414256, 50.80936789261533], [4.383254884978027, 50.80936439534649]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
1200;ac.fid--5822db6_19cbcb82e55_-20e1;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.0;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.825524647668196, 4.398317656093051;"{""coordinates"": [[[4.397388969110685, 50.82608326125293], [4.397462912754822, 50.82603797180075], [4.39753203332476, 50.825996473200554], [4.397647012166994, 50.82592746974065], [4.397836547462565, 50.82581367364682], [4.39800045657672, 50.82571457984221], [4.398159482650114, 50.825619297685556], [4.398421779955675, 50.82546094626172], [4.398495867447599, 50.8254172001065], [4.398820314157374, 50.825221231633876], [4.399248712805046, 50.82497001530275]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
4139;ac.fid--5822db6_19cbcb82e55_-20dd;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.098;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.855804777117385, 4.304563500529466;"{""coordinates"": [[[4.305330776383063, 50.85594365603783], [4.304929052547172, 50.855871548292974], [4.304554198526203, 50.85580350061941], [4.304205179383781, 50.85573917215387], [4.303796309688487, 50.85566542943653]]], ""type"": ""MultiLineString""}";;;
3562;ac.fid--5822db6_19cbcb82e55_-20d7;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.14;Anderlecht;Anderlecht;50.83511410578653, 4.317495458725894;"{""coordinates"": [[[4.317549813896179, 50.83481646395547], [4.317578305690146, 50.83488438815626], [4.31759109916409, 50.83492789975456], [4.317601162847908, 50.834975126755005], [4.317605885051424, 50.835020451297225], [4.317602628348576, 50.83506289418048], [4.317602271743112, 50.835168899151824], [4.317523274780941, 50.83519087747648], [4.317325598452174, 50.83525126744272], [4.317215422145995, 50.835281478884156]]], ""type"": ""MultiLineString""}";;;
1932;ac.fid--5822db6_19cbcb82e55_-20b9;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;0.935;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.852905517115815, 4.3756227506090815;"{""coordinates"": [[[4.376156473869182, 50.85289456381652], [4.375964813548084, 50.8528982694869], [4.375799558073828, 50.852902021585635], [4.375602587969162, 50.85290580954465], [4.375273531598499, 50.85291285165776], [4.375089028293139, 50.85291652887278]]], ""type"": ""MultiLineString""}";;;2024-09-19T02:00:00+02:00
2211;ac.fid--5822db6_19cbcb82e55_-20b7;14;Chemin cyclo-piéton;Fiets-/voetgangersweg;1;Existant;Bestaand;;Anderlecht;Anderlecht;50.825882808577354, 4.272896838785408;"{""coordinates"": [[[4.273885366655308, 50.82776462356468], [4.273907239113131, 50.827520851828766], [4.274142610060432, 50.82744880675698], [4.274278268481673, 50.827336049933045], [4.274513781625637, 50.82719177035208], [4.27472780177484, 50.827101648592524], [4.274920741102032, 50.826858012697464], [4.274963875418836, 50.826672947632396], [4.274949950242323, 50.82650589570848], [4.274430663175359, 50.82597727175291], [4.274017997344763, 50.825602228052446], [4.27340468932261, 50.82575974610787], [4.272749012752889, 50.82571858327212], [4.272171853611984, 50.825623305587264], [4.27168045221288, 50.82541974472508], [4.270712057755054, 50.82494490943921], [4.270356010883312, 50.824782086887765], [4.269992820007523, 50.82462828651082], [4.269743805545303, 50.82441137612254]]], ""type"": ""MultiLineString""}";1987-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
