gid;gml_id;Type (code);Type;Type;Statut (code);Statut;Status;Largeur;Commune;Gemeente;Coordonnées géographiques;Geo Shape;begin_date;end_date;last_check_or_update
1888;ac.fid--5822db6_19cbcb82e55_-2176;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.154;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.85404426230692, 4.3698822888006905;"{""coordinates"": [[[4.37066024376472, 50.8538873875566], [4.370409534508275, 50.85393798537273], [4.370081841427891, 50.8540038392564], [4.369649708115785, 50.8540909886748], [4.36910443512338, 50.854201638162635]]], ""type"": ""MultiLineString""}";2009-06-01T02:00:00+02:00;;2024-09-17T02:00:00+02:00
982;ac.fid--5822db6_19cbcb82e55_-216f;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.43;Bruxelles;Brussel;50.87862839441931, 4.375249092781399;"{""coordinates"": [[[4.375527151702316, 50.87849301726945], [4.375415398369519, 50.87857751777641], [4.375407766314896, 50.87858731327283], [4.375404359972765, 50.87859621172674], [4.375402722587309, 50.878607598607566], [4.375398872913415, 50.878614620103065], [4.375393427021852, 50.87861882161088], [4.375384704776686, 50.87862346253013], [4.375378398182271, 50.8786261600224], [4.375372709194099, 50.878627617749814], [4.37536107590575, 50.87862908338241], [4.375344993470595, 50.8786311460559], [4.375237524811729, 50.87864534986305], [4.375099321624953, 50.87866876135534], [4.374937977819129, 50.878703014056235]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
2217;ac.fid--5822db6_19cbcb82e55_-1f8f;14;Chemin cyclo-piéton;Fiets-/voetgangersweg;1;Existant;Bestaand;;Uccle;Ukkel;50.79731873273071, 4.316450847090561;"{""coordinates"": [[[4.316295959167094, 50.799313383352974], [4.316081692367712, 50.7990140906548], [4.315918876741308, 50.79876378010089], [4.315635957062263, 50.79845357604372], [4.315541869911966, 50.79815433600379], [4.315482100229124, 50.79787143115825], [4.315559668512582, 50.79758858788799], [4.315705885917049, 50.79732209513448], [4.315937918396156, 50.797071960283446], [4.317853114920318, 50.796060963394616], [4.318093591718104, 50.79592506708646], [4.318325351636449, 50.79591428577901]]], ""type"": ""MultiLineString""}";2018-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
837;ac.fid--5822db6_19cbcb82e55_-1f88;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.36;Bruxelles;Brussel;50.86205854446883, 4.351558190215789;"{""coordinates"": [[[4.351583835746593, 50.862090443059195], [4.351532544684985, 50.86202664587849]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-10-17T02:00:00+02:00
3396;ac.fid--5822db6_19cbcb82e55_-1f84;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.79;Anderlecht;Anderlecht;50.816305942348045, 4.290575348010912;"{""coordinates"": [[[4.290715669346884, 50.816503206661785], [4.290669680446039, 50.81644111012073], [4.290566828060885, 50.816293921784066], [4.29048592636035, 50.81617897817206], [4.290436969283354, 50.81610729582884]]], ""type"": ""MultiLineString""}";;;
3992;ac.fid--5822db6_19cbcb82e55_-1f80;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.467;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.85554184845337, 4.306427274674464;"{""coordinates"": [[[4.30635974891594, 50.8555834864694], [4.306494800432989, 50.85550021043734]]], ""type"": ""MultiLineString""}";;;
4442;ac.fid--5822db6_19cbcb82e55_-1f7d;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.2;Meise;Meise;50.901390088163296, 4.352370521284023;"{""coordinates"": [[[4.356657826278535, 50.9013906998914], [4.356638916740976, 50.90138938688443], [4.356231890368925, 50.90137591620337], [4.355722711858463, 50.90136325722976], [4.355152511578671, 50.9013480419371], [4.354724798155726, 50.901337557260824], [4.354340565610865, 50.901327537387075], [4.353793430464191, 50.90131244044223], [4.353444055431902, 50.90130390247744], [4.353198078812833, 50.901301286958635], [4.352971048415127, 50.9013014426323], [4.352713704954649, 50.9013038091624], [4.352533137648554, 50.90130913779311], [4.352211202234925, 50.90132094376319], [4.351450618097388, 50.90136211763967], [4.350814254497432, 50.90139993998956], [4.350463330236622, 50.90141965245898], [4.350145705736058, 50.901439552520955], [4.349968307025335, 50.901450614855214], [4.349937333595705, 50.901454362540825], [4.349906717907322, 50.90145846335757], [4.349886223506621, 50.9014612609003], [4.349863625411435, 50.901465849088055], [4.349827353766036, 50.90147264276461], [4.349796148376948, 50.90147754689877], [4.34976827661954, 50.90148096244946], [4.34974096406196, 50.90148352217827], [4.349329746548348, 50.901509702203796], [4.348975550824873, 50.901529093413245], [4.34847771338987, 50.90156182240785], [4.348088586993087, 50.90159878224544]]], ""type"": ""MultiLineString""}";2009-08-01T02:00:00+02:00;;2024-10-10T02:00:00+02:00
443;ac.fid--5822db6_19cbcb82e55_-1f7b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.49;Bruxelles;Brussel;50.86228888622273, 4.352182907927608;"{""coordinates"": [[[4.352268209864019, 50.86237692584887], [4.352201889786853, 50.86231560330614], [4.352133712047388, 50.86223223037285], [4.352102859407789, 50.86219584618807]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-02T02:00:00+02:00
4372;ac.fid--5822db6_19cbcb82e55_-1f77;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;1.161;Schaerbeek;Schaarbeek;50.86650206720274, 4.397571341542985;"{""coordinates"": [[[4.397725232522798, 50.86669289170303], [4.397580573732858, 50.866515144300344], [4.397479401255165, 50.86638769740132], [4.39742017553891, 50.86630909992784]]], ""type"": ""MultiLineString""}";;;2024-09-23T02:00:00+02:00
22;ac.fid--5822db6_19cbcb82e55_-1f76;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;;Bruxelles;Brussel;50.87221660835775, 4.361051612905782;"{""coordinates"": [[[4.361140827122161, 50.87217908048451], [4.36100294592011, 50.87222810620101], [4.360986884453072, 50.87227790677233]]], ""type"": ""MultiLineString""}";2021-01-01T01:00:00+01:00;;2024-10-02T02:00:00+02:00
1650;ac.fid--5822db6_19cbcb82e55_-1f6f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.937;Schaerbeek;Schaarbeek;50.866432407914324, 4.372949882516373;"{""coordinates"": [[[4.37313510263949, 50.86675184764638], [4.372977594932499, 50.86648071781482], [4.372879004142939, 50.86631020025439], [4.372765190225709, 50.86611266276645]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-18T02:00:00+02:00
2982;ac.fid--5822db6_19cbcb82e55_-1f6e;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.26;Anderlecht;Anderlecht;50.80964544835324, 4.289009223234084;"{""coordinates"": [[[4.289022151524916, 50.80982034271463], [4.289019455072649, 50.809768556945464], [4.288994973611606, 50.809470642663285]]], ""type"": ""MultiLineString""}";;;
4057;ac.fid--5822db6_19cbcb82e55_-1f64;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.519;Asse;Asse;50.836253524046676, 4.271858639336209;"{""coordinates"": [[[4.272240673718167, 50.8362349544809], [4.271935824270224, 50.83625210533663], [4.271901519878496, 50.83625384185681], [4.271827533803051, 50.83625307907453], [4.27147656861353, 50.8362714688965]]], ""type"": ""MultiLineString""}";;;
424;ac.fid--5822db6_19cbcb82e55_-1f56;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.26;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.83547105913235, 4.414788840977488;"{""coordinates"": [[[4.414767333724141, 50.8354343611852], [4.414795546166908, 50.83548039651776], [4.414804198695353, 50.83550063434392], [4.414807656868822, 50.835509134433885]]], ""type"": ""MultiLineString""}";;;
482;ac.fid--5822db6_19cbcb82e55_-1f52;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;;Bruxelles;Brussel;50.872969588506734, 4.358604448407971;"{""coordinates"": [[[4.357894190885824, 50.87273802910757], [4.358001879588237, 50.872746937941294], [4.358830094197153, 50.87308060435659], [4.359059392221713, 50.87312197362096], [4.359288696727415, 50.87313080064582], [4.3592980658463, 50.87317215279356]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
3810;ac.fid--5822db6_19cbcb82e55_-1f4f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.56;Vilvorde;Vilvoorde;50.90372618828648, 4.42327569896182;"{""coordinates"": [[[4.423414356729794, 50.903698437050885], [4.423407505562971, 50.903699793828366], [4.423395772004674, 50.90370211749396], [4.423276576795411, 50.903725439820604], [4.423180687754067, 50.90374578390297], [4.423142123848922, 50.90375396060167], [4.423139668221027, 50.90375448126753], [4.423142123848922, 50.90375396060167]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-14T02:00:00+02:00
4461;ac.fid--5822db6_19cbcb82e55_-1f4e;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;2.73;Bruxelles;Brussel;50.894962366822426, 4.399152694956957;"{""coordinates"": [[[4.400049500126229, 50.89574943160261], [4.399930658687635, 50.89565367365502], [4.399678432760365, 50.89543165489757], [4.3994401759338, 50.89522039962178], [4.399340134221481, 50.89513165278354], [4.399263759262472, 50.89506390039847], [4.399096450245355, 50.894914156954], [4.399044702979142, 50.89486688029196], [4.398756627209512, 50.894611732778955], [4.398624668655025, 50.89449356425077], [4.398384329813503, 50.894273942045274], [4.398265432357269, 50.894164382400845]]], ""type"": ""MultiLineString""}";2018-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
2234;ac.fid--5822db6_19cbcb82e55_-1f4a;12;Rue cyclable;Fietsstraat;1;Existant;Bestaand;;Ixelles;Elsene;50.8245733861839, 4.3987691238272735;"{""coordinates"": [[[4.398260957690759, 50.824318877448306], [4.399277289963789, 50.8248278949195]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
2122;ac.fid--5822db6_19cbcb82e55_-1f48;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Ixelles;Elsene;50.79967862174106, 4.442727010140225;"{""coordinates"": [[[4.445666599989892, 50.80239187584753], [4.444100643633588, 50.800915346203055], [4.44305671624543, 50.799924027958454], [4.441904865375392, 50.79888177803546], [4.440943556871097, 50.79804683567403], [4.439680389174526, 50.79709038892692]]], ""type"": ""MultiLineString""}";;;
343;ac.fid--5822db6_19cbcb82e55_-1f40;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.227;Bruxelles;Brussel;50.84634104097644, 4.345435164246111;"{""coordinates"": [[[4.344526632881632, 50.84692374291353], [4.345240961519695, 50.84646585646142], [4.346031259222955, 50.84597588414781], [4.346145725380935, 50.84590726173353], [4.346157865867486, 50.84589964726838], [4.346169198970505, 50.845890794597445], [4.346178486958854, 50.84588071748798], [4.346185250483527, 50.84586918619781], [4.346252484784306, 50.84568599582331]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-09-30T02:00:00+02:00
914;ac.fid--5822db6_19cbcb82e55_-1f3e;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.07;Bruxelles;Brussel;50.863877283660635, 4.353454396451612;"{""coordinates"": [[[4.353238714816211, 50.8636638519823], [4.353261998391971, 50.863694548719515], [4.35328412630428, 50.863720108136484], [4.353310513063745, 50.8637471402265], [4.353344546143432, 50.863782327435025], [4.35338673861037, 50.86382374944822], [4.353423975780139, 50.86386011898884], [4.353470366428439, 50.86390323935787], [4.353514165252664, 50.8639399854416], [4.353550207190544, 50.86396793506179], [4.353586700292787, 50.863994298198584], [4.353624149751067, 50.86402035526959], [4.353656500426725, 50.864043071643955], [4.353691686376931, 50.8640666545529]]], ""type"": ""MultiLineString""}";2009-08-01T02:00:00+02:00;;2024-10-17T02:00:00+02:00
4475;ac.fid--5822db6_19cbcb82e55_-1f3c;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.88459335824522, 4.30828315742102;"{""coordinates"": [[[4.308351955623015, 50.88457581606596], [4.308289847787874, 50.88456575994466], [4.308273327005329, 50.88459702800441], [4.308256821007045, 50.88461666763676], [4.308221926727616, 50.88464070867829]]], ""type"": ""MultiLineString""}";2018-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
4309;ac.fid--5822db6_19cbcb82e55_-1f2a;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Zaventem;Zaventem;50.77042630718851, 4.428255602390687;"{""coordinates"": [[[4.425364230102031, 50.77558148770407], [4.426513087791133, 50.77349494382165], [4.428536643462473, 50.76952708193025], [4.430616158168675, 50.76667399178421], [4.430999016950613, 50.76601206722717], [4.431575888249809, 50.7655945595468]]], ""type"": ""MultiLineString""}";;;
2514;ac.fid--5822db6_19cbcb82e55_-1f24;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.772;Uccle;Ukkel;50.80926228508584, 4.331861992315158;"{""coordinates"": [[[4.332098964484784, 50.809617106067456], [4.33205448448962, 50.80954489676163], [4.331993629556575, 50.809456716455884], [4.331931760411936, 50.809364615226464], [4.331889124969648, 50.80930248738022], [4.331840375581732, 50.80923017769623], [4.331796897988865, 50.809166293690794], [4.331748852540305, 50.809094584616936], [4.331706767071022, 50.80903289098035], [4.331622253550377, 50.80890924978158]]], ""type"": ""MultiLineString""}";;;
2534;ac.fid--5822db6_19cbcb82e55_-1f1a;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.075;Saint-Gilles;Sint-Gillis;50.830107961651535, 4.356203921010849;"{""coordinates"": [[[4.356197125274398, 50.83011202753183], [4.356210716747301, 50.83010389577123]]], ""type"": ""MultiLineString""}";;;
813;ac.fid--5822db6_19cbcb82e55_-1f18;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.37;Bruxelles;Brussel;50.84083734212059, 4.384821767345293;"{""coordinates"": [[[4.385405896289962, 50.8397728332027], [4.385393833079482, 50.839787408838774], [4.385382532196117, 50.83980668888129], [4.385366709325309, 50.83983120261358], [4.385353528560738, 50.839851055395094], [4.385340101661003, 50.83987104695289], [4.385325343312376, 50.83989089414476], [4.385306620669146, 50.839914403614465], [4.385293625479213, 50.83993208080663], [4.385279230614914, 50.83995275699766], [4.385268863753477, 50.8399705196037], [4.385258641853101, 50.83999296098136], [4.385248962990794, 50.840021136726754], [4.385242825343786, 50.84004539936458], [4.385238717974044, 50.84006776120738], [4.385235935948176, 50.84009144010036], [4.385232766403305, 50.840126999339], [4.385229479564637, 50.840150611097556], [4.385224618854171, 50.840174077950905], [4.385218096676994, 50.84019655615381], [4.385208163250923, 50.8402234673611], [4.385198905269725, 50.84024473799706], [4.385188735901571, 50.84026594161304], [4.385177280996364, 50.84028721148327], [4.385165440746915, 50.84030671299792], [4.385148196447705, 50.84033254898039], [4.385123272771587, 50.84036595444652], [4.385102171835375, 50.84039108275454], [4.385082587980378, 50.84041310324664], [4.385063838524566, 50.84043140129963], [4.385043958133895, 50.840451777952914], [4.385007607560533, 50.84048689299486], [4.384991332595456, 50.84050506062286], [4.384975207975649, 50.840525396135455], [4.384961106488006, 50.84054676902166], [4.384944566570042, 50.8405767602795], [4.384932590606364, 50.840599078066376], [4.384911294213517, 50.840639320988096], [4.384889912829928, 50.84068109539601], [4.384744864133371, 50.840956758488005], [4.384707806061076, 50.84102781462522], [4.384659066333229, 50.841120701318594], [4.384624108601333, 50.84118707876967], [4.384592598443898, 50.841247513848025], [4.384554834049106, 50.84131744908709], [4.384236538173869, 50.841914553531396]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-17T02:00:00+02:00
527;ac.fid--5822db6_19cbcb82e55_-1f0f;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.35;Bruxelles;Brussel;50.85072270993437, 4.3814244497729185;"{""coordinates"": [[[4.382302621910673, 50.850963709785205], [4.382263865848731, 50.850953220271265], [4.38222952553705, 50.850943425850645], [4.382181115398172, 50.85092947789048], [4.382140295334368, 50.85091818128732], [4.382092634632483, 50.850905252782695], [4.381980800528035, 50.8508777641228], [4.381911585267772, 50.850860501301234], [4.38172508055161, 50.850814568821946], [4.381532798970842, 50.850763630290764], [4.381198326477408, 50.850670884762295], [4.38117360824569, 50.850663059947955], [4.3810599862852, 50.85062978016269], [4.380960556213124, 50.85059698335347], [4.380898403753338, 50.85057481193786], [4.380742890194314, 50.850510668789475], [4.380558174429085, 50.85044409897502]]], ""type"": ""MultiLineString""}";2009-05-01T02:00:00+02:00;;2024-09-19T02:00:00+02:00
641;ac.fid--5822db6_19cbcb82e55_-1f0e;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.82;Schaerbeek;Schaarbeek;50.857937424158166, 4.397151163237059;"{""coordinates"": [[[4.397162101637486, 50.85792695306649], [4.397140224836631, 50.85794789524985]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-26T02:00:00+02:00
221;ac.fid--5822db6_19cbcb82e55_-1f0d;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.682;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.828606078963915, 4.400727995744019;"{""coordinates"": [[[4.400672065729017, 50.82866875137894], [4.40078392575902, 50.82854340654888]]], ""type"": ""MultiLineString""}";2015-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
1822;ac.fid--5822db6_19cbcb82e55_-1f09;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.981;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.853612355346336, 4.372449442453947;"{""coordinates"": [[[4.372410231233199, 50.85355692502171], [4.372488653674695, 50.853667785670964]]], ""type"": ""MultiLineString""}";2013-07-01T02:00:00+02:00;;2024-09-19T02:00:00+02:00
1747;ac.fid--5822db6_19cbcb82e55_-1f06;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.951;Schaerbeek;Schaarbeek;50.86360610036302, 4.371315281887468;"{""coordinates"": [[[4.3714667994217, 50.8638679956614], [4.371414242930402, 50.863774657710515], [4.371292657832512, 50.86356641071546], [4.371233047495259, 50.86346224937417], [4.371159009236348, 50.86334708353806]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-12T02:00:00+02:00
3804;ac.fid--5822db6_19cbcb82e55_-1f05;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.51;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.86092048985502, 4.338241993422057;"{""coordinates"": [[[4.337798522930292, 50.86104903978602], [4.338051285050146, 50.86097427900986], [4.338210416882919, 50.86092926455782], [4.33868594657506, 50.860793599281926]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
3339;ac.fid--5822db6_19cbcb82e55_-1f02;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.71;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.847517671840365, 4.298670122342963;"{""coordinates"": [[[4.298755909265114, 50.84802178457463], [4.298719712824636, 50.847910346107035], [4.298711221297851, 50.84787848579331], [4.298703997841831, 50.84782338438942], [4.298678639552623, 50.847620487644996], [4.298657878908078, 50.84741750870312], [4.298635455248489, 50.84722301521948], [4.298624069319013, 50.847114243686846], [4.298617553142029, 50.84705666642633], [4.298577808290288, 50.847026834411515]]], ""type"": ""MultiLineString""}";;;
4333;ac.fid--5822db6_19cbcb82e55_-1efd;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Uccle;Ukkel;50.76947055975603, 4.393640392145966;"{""coordinates"": [[[4.382733003909182, 50.76894959306048], [4.382817050052616, 50.76889859191564], [4.382954074725637, 50.76879427564393], [4.383200738841755, 50.7686725619312], [4.383363368515475, 50.768637774483295], [4.383666709590968, 50.768602968142915], [4.383913405579341, 50.768584392976294], [4.384214918880067, 50.76855074433948], [4.384543836163597, 50.76849739016187], [4.384845367042104, 50.768515889366405], [4.38506281084134, 50.768462549654124], [4.385446536633547, 50.76837557753337], [4.385804716976501, 50.768394065843964], [4.386214024614254, 50.768307087327116], [4.387420052500273, 50.76815044574786], [4.387611922468243, 50.76813187183666], [4.387748977889533, 50.76813184887447], [4.388024938735134, 50.76818511050365], [4.388571409336869, 50.76835884763771], [4.388735899020055, 50.76840980930521], [4.389039258401032, 50.768428297387025], [4.389148910692567, 50.76844450197163], [4.389340797409885, 50.76846185041587], [4.389750187702119, 50.76856723312082], [4.39035514629104, 50.76873979219034], [4.390901640920572, 50.76893206045368], [4.391449958248158, 50.76910578376325], [4.39194525711902, 50.76922736586429], [4.392329066606816, 50.769315361596036], [4.39309481437579, 50.769400957287736], [4.393398191206033, 50.7694368172217], [4.393973896667166, 50.76953983127917], [4.394246217235823, 50.76959192015817], [4.394438139716621, 50.76966140969203], [4.394767143209015, 50.76976679290714], [4.39504314083005, 50.7698536453931], [4.396823226320488, 50.77006181951032], [4.398632566613459, 50.7702688000479], [4.400003324443889, 50.77047703195117], [4.400853220078575, 50.77063440424846], [4.402114272305204, 50.770738343211484], [4.402662511523509, 50.770720799352816], [4.403128498787688, 50.770684735562945], [4.403651087134376, 50.770581437889604], [4.404608575984403, 50.77042469463068], [4.40460853550951, 50.770372545195535]]], ""type"": ""MultiLineString""}";;;
1949;ac.fid--5822db6_19cbcb82e55_-1eed;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.808;Bruxelles;Brussel;50.84618540822008, 4.392048306047174;"{""coordinates"": [[[4.392022459893534, 50.846207766851236], [4.392074152200814, 50.84616304958892]]], ""type"": ""MultiLineString""}";2004-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
3022;ac.fid--5822db6_19cbcb82e55_-1eeb;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;1.69;Bruxelles;Brussel;50.904605085780254, 4.407811093530342;"{""coordinates"": [[[4.407570568019683, 50.90468086942474], [4.407599353545879, 50.90467191035326], [4.40771767960548, 50.90463480686154], [4.407841515319055, 50.904595582905735], [4.407946784425408, 50.90456205755939], [4.40805148999942, 50.90452889262494]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
1367;ac.fid--5822db6_19cbcb82e55_-1eea;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.93;Bruxelles;Brussel;50.89821146213444, 4.402274013312393;"{""coordinates"": [[[4.402369398410772, 50.898334505682534], [4.402330746561777, 50.89828253825771], [4.402222118645954, 50.89814586753253], [4.40217746670939, 50.89808930845803]]], ""type"": ""MultiLineString""}";2009-08-01T02:00:00+02:00;;2024-10-17T02:00:00+02:00
2222;ac.fid--5822db6_19cbcb82e55_-1ee4;12;Rue cyclable;Fietsstraat;1;Existant;Bestaand;;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.84772182875311, 4.431577084223484;"{""coordinates"": [[[4.429918504127028, 50.8478487848973], [4.432844867736778, 50.84760222210977], [4.432811208912585, 50.847714029035664], [4.432536981486479, 50.84773796485561], [4.432439166225772, 50.84764050109887]]], ""type"": ""MultiLineString""}";;;
1457;ac.fid--5822db6_19cbcb82e55_-1eda;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;0.93;Bruxelles;Brussel;50.88393037914083, 4.420915753383528;"{""coordinates"": [[[4.420827879412288, 50.88388364197077], [4.420924399201772, 50.88393565778215], [4.421004245575529, 50.88397593090308]]], ""type"": ""MultiLineString""}";2004-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
1812;ac.fid--5822db6_19cbcb82e55_-1ed8;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.161;Schaerbeek;Schaarbeek;50.86726835376999, 4.398187919930373;"{""coordinates"": [[[4.398650349650081, 50.86784402436148], [4.398437704320624, 50.867579947481595], [4.398061198297768, 50.86711010393655], [4.39777113747468, 50.86674929643068], [4.397725232522798, 50.86669289170303]]], ""type"": ""MultiLineString""}";2013-07-01T02:00:00+02:00;;2024-09-23T02:00:00+02:00
4131;ac.fid--5822db6_19cbcb82e55_-1ed5;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.174;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.852163407561385, 4.331997998524717;"{""coordinates"": [[[4.332851256444319, 50.85160829790685], [4.332743514745256, 50.8516829204227], [4.332502845074272, 50.851837994029], [4.332354311734853, 50.85193528383878], [4.332184723379378, 50.85204361602108], [4.332060789589894, 50.852122168795944], [4.331890699195057, 50.85223220774686], [4.331713622859943, 50.8523464320306], [4.331555433413157, 50.85244836743298], [4.331360492593866, 50.8525748592062], [4.331237904026796, 50.852653703357724], [4.331143276114108, 50.852716360086106]]], ""type"": ""MultiLineString""}";;;
3162;ac.fid--5822db6_19cbcb82e55_-1ed3;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.49;Uccle;Ukkel;50.819478774794106, 4.323810412716124;"{""coordinates"": [[[4.323853902058023, 50.81944450751793], [4.323766923374225, 50.81951304207028]]], ""type"": ""MultiLineString""}";;;
4081;ac.fid--5822db6_19cbcb82e55_-1ecc;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.998;Anderlecht;Anderlecht;50.86412117843349, 4.2819900539695315;"{""coordinates"": [[[4.281979510011247, 50.86414463385653], [4.282000597927817, 50.864097723010445]]], ""type"": ""MultiLineString""}";;;
269;ac.fid--5822db6_19cbcb82e55_-1ec9;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.873;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.841687320975836, 4.45833496189672;"{""coordinates"": [[[4.45916143969047, 50.8415456205834], [4.459143383031698, 50.84154506823624], [4.45910485383727, 50.84154868718374], [4.459076997127091, 50.8415565549274], [4.459060999784056, 50.841564905917245], [4.459042820035357, 50.84157643472868], [4.45901472499169, 50.84159201390391], [4.458982470817445, 50.84160772175968], [4.458933550582507, 50.841619617027895], [4.458856993635098, 50.841631875491665], [4.458775242359914, 50.84164395247095], [4.458719630070849, 50.84164990441199], [4.45867130247948, 50.84165504483358], [4.458559686563598, 50.84166796376785], [4.458433765508763, 50.841682195569575], [4.45829838721734, 50.84169727569963], [4.458123976176239, 50.841717030185166], [4.457965797121435, 50.8417351635673], [4.457714122259993, 50.84175931394313], [4.457573704125239, 50.84177134057756], [4.457564169179784, 50.841772767063674], [4.457554517170432, 50.84177532622383], [4.457548639072106, 50.8417777574836], [4.457541930355917, 50.84178176928343], [4.457524752207036, 50.841798659351355], [4.457511180943017, 50.84181497060418]]], ""type"": ""MultiLineString""}";;;
