Année;Domaine;Domein;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
2023;PE introduits;MV ingediend;90;Magasins;Winkels;2;0;2
2023;PE introduits;MV ingediend;132;Réfrigération (installation de);Koeling (inrichtingen);0;0;0
2023;PE introduits;MV ingediend;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;2;0;2
2023;PE délivrés;MV afgeleverd;68;Garages, parkings;Garages, parkings;25;0;25
2023;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;2;2;0
2023;PE délivrés;MV afgeleverd;72;Gaz;Gas;7;0;7
2023;PE délivrés;MV afgeleverd;53;Dépôts (général);Opslagplaatsen (algemeen);7;4;3
2023;PE délivrés;MV afgeleverd;83;Imprimerie;Drukkerijen;2;0;2
2023;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);5;1;4
2023;PE délivrés;MV afgeleverd;96;Matières végétales ou animales;Plantaardige of dierlijke stoffen;1;0;1
2023;PE délivrés;MV afgeleverd;108;Archives;Archieven;4;0;4
2023;PE délivrés;MV afgeleverd;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;1;1;0
2023;PE délivrés;MV afgeleverd;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;1;0;1
2022;PU délivrés;SV afgeleverd;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);83;53;30
2022;PU introduits;SV ingediend;2.;Démolir sans reconstruire (cfr chap. II et chap. III, section 2 de l'arrêté);Afbreken zonder heropbouwen (cf. hfdstk. II en hfdstk. III, afdeling 2 van het besluit);3;0;3
2022;PE introduits;MV ingediend;28;Polystyrène;Polystyreen;3;3;0
2022;PU délivrés;SV afgeleverd;13.;Placer des installations temporaires événementielles ou liées à un chantier (cfr chap. II et chap. III, section 11 de l'arrêté);Tijdelijke evenement- of bouwplaatsgebonden installaties plaatsen (cf. hfdstk. II en hfdstk. III, afdeling 11 van het besluit);18;1;17
2022;PE introduits;MV ingediend;68;Garages (couverts);Garages (overdekte);3;3;0
2022;PE introduits;MV ingediend;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;20;4;16
2022;PE introduits;MV ingediend;48;Compacteur, broyeur;Pers, breker, vermaler;2;0;2
2022;PE introduits;MV ingediend;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;16;3;13
2022;PE introduits;MV ingediend;93;Plastic;Plastiek;0;0;0
2022;PE délivrés;MV afgeleverd;68;Garages (couverts);Garages (overdekte);14;5;9
2022;PE introduits;MV ingediend;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
2022;PE délivrés;MV afgeleverd;48;Compacteur, broyeur;Pers, breker, vermaler;10;0;10
2022;PE délivrés;MV afgeleverd;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;18;1;17
2022;PE délivrés;MV afgeleverd;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;6;2;4
2022;PE délivrés;MV afgeleverd;101;Métaux, tours;Metaaldraaibank;12;1;11
2022;PE délivrés;MV afgeleverd;70;Gaz;Gas;3;0;3
2022;PE délivrés;MV afgeleverd;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;4;3;1
2022;PE délivrés;MV afgeleverd;51;Déchets;Afvalstoffen;1;0;1
2022;PE délivrés;MV afgeleverd;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);1;0;1
2022;PE délivrés;MV afgeleverd;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
2022;PE délivrés;MV afgeleverd;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);1;0;1
2022;PE délivrés;MV afgeleverd;138;Surface (application);Oppervlakte (aanbrenging);0;0;0
2022;PE délivrés;MV afgeleverd;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;1;1;0
2021;PU introduits;SV ingediend;9.1.;Abattre, déplacer ou pratiquer toute intervention susceptible de mettre en péril la survie d'un ou des arbre(s) à haute tige (hors voirie) (cfr chap. II et chap. III, section 7 de l'arrêté);Vellen, verplaatsen of uitvoeren van eender welke ingreep die een bedreiging kan vormen voor het overleven van ……… (aantal) hoogstammige bo(o)m(en) (gelegen buiten de weg) / het silhouet wijzigen van……… (aantal) bo(o)m(en) ingeschreven op de inventaris van het onroerend erfgoed (cf. hfdstk. II en hfdstk. III, afdeling 7 van het besluit);40;38;2
2022;PE délivrés;MV afgeleverd;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;1;0;1
2021;PE introduits;MV ingediend;28;Chantiers;Werven;33;33;0
2022;PE délivrés;MV afgeleverd;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2021;PE introduits;MV ingediend;71;Gaz;Gas;19;8;11
2022;PE délivrés;MV afgeleverd;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);0;0;0
2021;PE introduits;MV ingediend;22;Boues, terres excavées;Slib, uitgegraven grond;1;0;1
2022;PE délivrés;MV afgeleverd;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
2021;PE introduits;MV ingediend;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;0;0;0
2021;PU introduits;SV ingediend;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);64;60;4
2021;PE introduits;MV ingediend;62;Permanent, puits;Permanente, waterput;0;0;0
2021;PU introduits;SV ingediend;2.;Démolir sans reconstruire (cfr chap. II et chap. III, section 2 de l'arrêté);Afbreken zonder heropbouwen (cf. hfdstk. II en hfdstk. III, afdeling 2 van het besluit);2;2;0
2021;PE délivrés;MV afgeleverd;28;Chantiers;Werven;31;31;0
2021;PU délivrés;SV afgeleverd;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);90;61;29
2021;PE délivrés;MV afgeleverd;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;5;1;4
2021;PU délivrés;SV afgeleverd;14.;Réaliser des actes et travaux concernant un bien classé ou inscrit sur la liste de sauvegarde ou en cours de classement ou d'inscription (cfr chap. II et chap. IV de l'arrêté) (le cas échéant, cocher également le(s) type(s) d'actes et travaux visés aux points 1 à 13);Handelingen en werkzaamheden uitvoeren met betrekking tot een beschermd goed of een goed dat is opgenomen op de bewaarlijst of waarvan de bescherming of opname op de bewaarlijst hangende is (zie hfdstk. II en hfdstk. IV van het besluit) (in voorkomend geval, ook het soort handelingen en werkzaamheden die vermeld zijn in punten 1 tot 13 aanvinken).;19;0;19
2021;PE délivrés;MV afgeleverd;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;4;2;2
2021;PU délivrés;SV afgeleverd;15.;Autre;Ander;15;5;10
2021;PE délivrés;MV afgeleverd;14;Piscines;Zwembaden;3;0;3
2021;PU délivrés;SV afgeleverd;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);3;0;3
2021;PE délivrés;MV afgeleverd;99;Dégraissage, fontaine;Ontvettingsfontein;3;0;3
2021;PE introduits;MV ingediend;127;Produits  d'origine animale;Producten van dierlijke oorsprong;2;2;0
2021;PE délivrés;MV afgeleverd;112;Produits phytopharmaceutiques;Huiden;2;0;2
2021;PE introduits;MV ingediend;123;Marbre, pierre bleue;Marmer, blauwe steen;1;0;1
2021;PE délivrés;MV afgeleverd;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;1;0;1
2021;PE introduits;MV ingediend;22;Boues (dépôts);Slib (opslag);0;0;0
2021;PE délivrés;MV afgeleverd;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
2021;PE introduits;MV ingediend;55;Electricité, pompes;Elektriciteit, pompen;0;0;0
2021;PE délivrés;MV afgeleverd;51;Déchets;Afvalstoffen;0;0;0
2021;PE introduits;MV ingediend;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;0;0;0
2021;PE délivrés;MV afgeleverd;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
2021;PE introduits;MV ingediend;170;Moteurs;Motoren;0;0;0
2020;PU introduits;SV ingediend;7.;Modifier la destination ou l'utilisation d'un bien NON BÂTI (cfr chap. II et chap. III, section 5 de l'arrêté);De bestemming of het gebruik van een niet gebouwd goed wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 5 van het besluit);1;1;0
2021;PE introduits;MV ingediend;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
2020;PU introduits;SV ingediend;14.;Réaliser des actes et travaux concernant un bien classé ou inscrit sur la liste de sauvegarde ou en cours de classement ou d'inscription (cfr chap. II et chap. IV de l'arrêté) (le cas échéant, cocher également le(s) type(s) d'actes et travaux visés aux points 1 à 13);Handelingen en werkzaamheden uitvoeren met betrekking tot een beschermd goed of een goed dat is opgenomen op de bewaarlijst of waarvan de bescherming of opname op de bewaarlijst hangende is (zie hfdstk. II en hfdstk. IV van het besluit) (in voorkomend geval, ook het soort handelingen en werkzaamheden die vermeld zijn in punten 1 tot 13 aanvinken).;1;0;1
2021;PE délivrés;MV afgeleverd;68;Garages, parkings;Garages, parkings;127;48;79
2020;PU délivrés;SV afgeleverd;9.1.;Abattre, déplacer ou pratiquer toute intervention susceptible de mettre en péril la survie d'un ou des arbre(s) à haute tige (hors voirie) (cfr chap. II et chap. III, section 7 de l'arrêté);Vellen, verplaatsen of uitvoeren van eender welke ingreep die een bedreiging kan vormen voor het overleven van ……… (aantal) hoogstammige bo(o)m(en) (gelegen buiten de weg) / het silhouet wijzigen van……… (aantal) bo(o)m(en) ingeschreven op de inventaris van het onroerend erfgoed (cf. hfdstk. II en hfdstk. III, afdeling 7 van het besluit);54;32;22
2021;PE délivrés;MV afgeleverd;132;Tours de refroidissement;Koeltorens;18;0;18
2020;PE introduits;MV ingediend;3;Accumulateurs électriques, UPS, serveurs, piles;Elektrische accumulatoren, UPS, servers;9;3;6
2021;PE délivrés;MV afgeleverd;153;Ventilation;Ventilatie;16;0;16
2020;PE introduits;MV ingediend;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;3;0;3
2021;PE délivrés;MV afgeleverd;72;Gaz;Gas;9;0;9
2020;PE introduits;MV ingediend;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;1;0;1
2021;PE délivrés;MV afgeleverd;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;7;2;5
2020;PE introduits;MV ingediend;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;0;0;0
2021;PE délivrés;MV afgeleverd;62;Permanent, puits;Permanente, waterput;3;0;3
2020;PE introduits;MV ingediend;51;Déchets;Afvalstoffen;0;0;0
2021;PE délivrés;MV afgeleverd;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);3;0;3
2020;PE introduits;MV ingediend;123;Marbre, pierre bleue;Marmer, blauwe steen;0;0;0
2021;PE délivrés;MV afgeleverd;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);2;0;2
2020;PE délivrés;MV afgeleverd;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);25;2;23
2021;PE délivrés;MV afgeleverd;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;2;0;2
2020;PE délivrés;MV afgeleverd;147;Café;Koffiebranderij;3;2;1
2021;PE délivrés;MV afgeleverd;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);0;0;0
2020;PE délivrés;MV afgeleverd;100;Métaux;Metaal;1;1;0
2021;PE délivrés;MV afgeleverd;86;Laiteries;Melkerijen;0;0;0
2019;PU introduits;SV ingediend;9.1.;Abattre, déplacer ou pratiquer toute intervention susceptible de mettre en péril la survie d'un ou des arbre(s) à haute tige (hors voirie) (cfr chap. II et chap. III, section 7 de l'arrêté);Vellen, verplaatsen of uitvoeren van eender welke ingreep die een bedreiging kan vormen voor het overleven van ……… (aantal) hoogstammige bo(o)m(en) (gelegen buiten de weg) / het silhouet wijzigen van……… (aantal) bo(o)m(en) ingeschreven op de inventaris van het onroerend erfgoed (cf. hfdstk. II en hfdstk. III, afdeling 7 van het besluit);52;50;2
2021;PE délivrés;MV afgeleverd;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
2019;PU introduits;SV ingediend;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";0;0;0
2020;PU introduits;SV ingediend;15.;Autre;Ander;9;4;5
2019;PE introduits;MV ingediend;53;Dépôts général;Algemene opslagplaats;3;3;0
2020;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;15;3;12
2019;PE introduits;MV ingediend;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);0;0;0
2020;PE introduits;MV ingediend;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;1;0;1
2019;PE délivrés;MV afgeleverd;148;Cabine haute tension, cabine électrique;Hoogspanningscabines;27;9;18
2020;PE introduits;MV ingediend;55;Electricité;Elektriciteit;1;1;0
2019;PE délivrés;MV afgeleverd;135;Spectacles;Schouwspelen;19;14;5
2020;PE introduits;MV ingediend;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;0;0;0
2024;PU introduits;SV ingediend;9.1.;Abattre, déplacer ou pratiquer toute intervention susceptible de mettre en péril la survie d'un ou des arbre(s) à haute tige (hors voirie) (cfr chap. II et chap. III, section 7 de l'arrêté);Vellen, verplaatsen of uitvoeren van eender welke ingreep die een bedreiging kan vormen voor het overleven van ……… (aantal) hoogstammige bo(o)m(en) (gelegen buiten de weg) / het silhouet wijzigen van……… (aantal) bo(o)m(en) ingeschreven op de inventaris van het onroerend erfgoed (cf. hfdstk. II en hfdstk. III, afdeling 7 van het besluit);32;29;3
2020;PE introduits;MV ingediend;110;Peaux;Huiden;0;0;0
2024;PU introduits;SV ingediend;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);2;0;2
2020;PE introduits;MV ingediend;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);0;0;0
2024;PE introduits;MV ingediend;19;Bois (dépôts);Hout (opslagplaat-sen);4;2;2
2020;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);14;3;11
2024;PE introduits;MV ingediend;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;2;0;2
2020;PE délivrés;MV afgeleverd;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;12;3;9
2024;PE introduits;MV ingediend;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;1;0;1
2020;PE délivrés;MV afgeleverd;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;3;0;3
2024;PE délivrés;MV afgeleverd;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;60;5;55
2020;PE délivrés;MV afgeleverd;45;DEEE (dépôt);AEEA (opslag);1;1;0
2024;PE délivrés;MV afgeleverd;28;Chantiers;Werven;52;52;0
2020;PE délivrés;MV afgeleverd;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
2024;PE délivrés;MV afgeleverd;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;15;1;14
2020;PE délivrés;MV afgeleverd;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2024;PE délivrés;MV afgeleverd;72;Réservoirs;Gas (vaste recipiënten);15;1;14
2020;PE délivrés;MV afgeleverd;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
2024;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);7;0;7
