Année;Domaine;Domein;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
2017;PE délivrés;MV afgeleverd;24;Brasseries;Bierbrouwerijen;1;0;1
2015;PU introduits;SV ingediend;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);86;80;6
2017;PE délivrés;MV afgeleverd;51;Déchetteries;Stortplaatsen;1;0;1
2015;PU introduits;SV ingediend;12.;Placer ou modifier une installation de télécommunication (cfr chap. II et chap. III, section 10 de l'arrêté);Een telecominstallatie plaatsen of wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 10 van het besluit);6;0;6
2017;PE délivrés;MV afgeleverd;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;0;0;0
2015;PE introduits;MV ingediend;68;Garages (couverts);Garages (overdekte);56;26;30
2017;PE délivrés;MV afgeleverd;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;0;0;0
2015;PE introduits;MV ingediend;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);14;11;3
2017;PE délivrés;MV afgeleverd;48;Compacteur, broyeur;Pers, breker, vermaler;0;0;0
2015;PE introduits;MV ingediend;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;7;6;1
2017;PE délivrés;MV afgeleverd;70;Gaz;Gas;0;0;0
2015;PE introduits;MV ingediend;117;Poisson, magasins, conserves;Vis, viswinkel;3;3;0
2017;PE délivrés;MV afgeleverd;72;Réservoirs;Gasreservoirs;0;0;0
2015;PE introduits;MV ingediend;29;Chantiers;Werven;2;0;2
2017;PE délivrés;MV afgeleverd;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;0;0;0
2015;PE introduits;MV ingediend;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;0;0;0
2017;PE délivrés;MV afgeleverd;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
2015;PE introduits;MV ingediend;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;0;0;0
2017;PE délivrés;MV afgeleverd;145;Textile (traitement chimique);Textiel (chemische bewerking);0;0;0
2015;PE introduits;MV ingediend;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
2017;PE délivrés;MV afgeleverd;170;Moteurs;Motoren;0;0;0
2015;PE introduits;MV ingediend;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
2016;PE introduits;MV ingediend;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);6;2;4
2015;PE introduits;MV ingediend;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
2016;PE introduits;MV ingediend;19;Bois (dépôts);Hout (opslagplaat-sen);4;2;2
2015;PE introduits;MV ingediend;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
2016;PE introduits;MV ingediend;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);2;0;2
2015;PE introduits;MV ingediend;120;Produits minéraux;Minerale producten;0;0;0
2016;PE introduits;MV ingediend;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;1;0
2015;PE délivrés;MV afgeleverd;62;Forage;Boring;8;0;8
2016;PE introduits;MV ingediend;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
2015;PE délivrés;MV afgeleverd;130;Produits chimiques (préparation);Scheikundige producten (productie);2;0;2
2016;PE introduits;MV ingediend;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2015;PE délivrés;MV afgeleverd;55;Electricité, pompes;Elektriciteit, pompen;1;1;0
2016;PE introduits;MV ingediend;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2015;PE délivrés;MV afgeleverd;77;Graisses, cires (dépôts);Vetten, was (opslagplaatsen);1;0;1
2016;PE introduits;MV ingediend;76;Gélatine;Gelatine;0;0;0
2015;PE délivrés;MV afgeleverd;109;Papier;Papier;1;0;1
2016;PE introduits;MV ingediend;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;0;0;0
2015;PE délivrés;MV afgeleverd;22;Boues, terres excavées;Slib, uitgegraven grond;0;0;0
2016;PE introduits;MV ingediend;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
2015;PE délivrés;MV afgeleverd;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);0;0;0
2016;PE introduits;MV ingediend;123;Marbre, pierre bleue;Marmer, blauwe steen;0;0;0
2015;PE délivrés;MV afgeleverd;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
2016;PE introduits;MV ingediend;133;Ruchers;Bijenkorven;0;0;0
2015;PE délivrés;MV afgeleverd;89;Luna-parks;Lunaparken;0;0;0
2016;PE introduits;MV ingediend;172;Loisirs;Recreatie;0;0;0
2015;PE délivrés;MV afgeleverd;133;Ruchers;Bijenkorven;0;0;0
2016;PE introduits;MV ingediend;218;Déchets non dangereux (Décharges);Ongevaarlijke afvalstoffen (stortplaatsen);0;0;0
2015;PE délivrés;MV afgeleverd;172;Loisirs;Recreatie;0;0;0
2016;PE délivrés;MV afgeleverd;153;Ventilation;Ventilatie;69;7;62
2014;PE introduits;MV ingediend;40;Combustion (installations de);Verbranding (inrichtingen);124;74;50
2016;PE délivrés;MV afgeleverd;129;Produits pharmaceutiques (dépôts);Farmaceutische producten (opslagplaatsen);3;0;3
2014;PE introduits;MV ingediend;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);3;1;2
2016;PE délivrés;MV afgeleverd;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;0;0;0
2014;PE introduits;MV ingediend;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);1;0;1
2016;PE délivrés;MV afgeleverd;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2014;PE introduits;MV ingediend;219;Déchets non dangereux (Incinérateurs);Ongevaarlijke afvalstoffen (Afvalverbrandings-oven );1;0;1
2016;PE délivrés;MV afgeleverd;221;STEP;Waterzuivering;0;0;0
2014;PE introduits;MV ingediend;36;Colles (dépôts);Lijm (opslagplaat-sen);0;0;0
2015;PU délivrés;SV afgeleverd;14.;Réaliser des actes et travaux concernant un bien classé ou inscrit sur la liste de sauvegarde ou en cours de classement ou d'inscription (cfr chap. II et chap. IV de l'arrêté) (le cas échéant, cocher également le(s) type(s) d'actes et travaux visés aux points 1 à 13);Handelingen en werkzaamheden uitvoeren met betrekking tot een beschermd goed of een goed dat is opgenomen op de bewaarlijst of waarvan de bescherming of opname op de bewaarlijst hangende is (zie hfdstk. II en hfdstk. IV van het besluit) (in voorkomend geval, ook het soort handelingen en werkzaamheden die vermeld zijn in punten 1 tot 13 aanvinken).;10;0;10
2014;PE introduits;MV ingediend;45;DEEE (dépôt);AEEA (opslag);0;0;0
2015;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);7;3;4
2014;PE délivrés;MV afgeleverd;104;Moteurs;Motoren;60;11;49
2015;PE introduits;MV ingediend;19;Bois (dépôts);Hout (opslagplaat-sen);5;3;2
2014;PE délivrés;MV afgeleverd;233;Véhicules (stationnement);Voertuigen (parkeren);3;0;3
2015;PE introduits;MV ingediend;119;Traiteurs;Traiteurs;3;1;2
2014;PE délivrés;MV afgeleverd;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2015;PE introduits;MV ingediend;141;Tabac (dépôts);Tabak (opslagplaat-sen);1;0;1
2014;PE délivrés;MV afgeleverd;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2015;PE introduits;MV ingediend;24;Brasseries;Bierbrouwerijen;0;0;0
2014;PE délivrés;MV afgeleverd;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
2015;PE introduits;MV ingediend;27;Amiante;Asbest;0;0;0
2014;PE délivrés;MV afgeleverd;179;Bassins d’orage d’eaux pluviales;Stormbekkens;0;0;0
2015;PE introduits;MV ingediend;70;Gaz;Gas;0;0;0
2015;PE introduits;MV ingediend;109;Papier;Papier;0;0;0
2015;PE introduits;MV ingediend;140;Tabac (fabrication);Tabak (productie);0;0;0
2015;PE délivrés;MV afgeleverd;36;Colles (dépôts);Lijm (opslagplaat-sen);0;0;0
2015;PE délivrés;MV afgeleverd;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
2015;PE délivrés;MV afgeleverd;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2014;PU introduits;SV ingediend;1.1.;Construire, reconstruire, transformer et/ou placer une installation fixe avec l'intervention obligatoire d'un architecte (cfr chap. II et chap. III, section 1, sous-section 1 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen met verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 1 van het besluit);428;402;26
2014;PE introduits;MV ingediend;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);3;0;3
2014;PE introduits;MV ingediend;28;Polystyrène;Polystyreen;0;0;0
2014;PE introduits;MV ingediend;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
2014;PE introduits;MV ingediend;131;Puits perdus;Zinkputten;0;0;0
2014;PE délivrés;MV afgeleverd;132;Réfrigération (installation de);Koeling (inrichtingen);147;44;103
2014;PE délivrés;MV afgeleverd;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);37;7;30
2014;PE délivrés;MV afgeleverd;24;Brasseries;Bierbrouwerijen;0;0;0
2014;PE délivrés;MV afgeleverd;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
2014;PE délivrés;MV afgeleverd;131;Puits perdus;Zinkputten;0;0;0
2016;PE introduits;MV ingediend;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;0;0;0
2016;PE introduits;MV ingediend;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);0;0;0
2016;PE introduits;MV ingediend;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;0;0;0
2016;PE introduits;MV ingediend;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
2016;PE introduits;MV ingediend;173;Produits dangereux;Gevaarlijke producten;0;0;0
2016;PE délivrés;MV afgeleverd;64;Fours;Ovens;10;0;10
2016;PE délivrés;MV afgeleverd;101;Métaux (travail des);Metalen (bewerking);9;2;7
2016;PE délivrés;MV afgeleverd;62;Forage;Boring;3;0;3
2016;PE délivrés;MV afgeleverd;87;Conserveries, boites;Conserven, conservering, blik;1;0;1
2016;PE délivrés;MV afgeleverd;120;Produits minéraux;Minerale producten;1;0;1
2016;PE délivrés;MV afgeleverd;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2016;PE délivrés;MV afgeleverd;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
2016;PE délivrés;MV afgeleverd;140;Tabac (fabrication);Tabak (productie);0;0;0
2015;PU introduits;SV ingediend;11.;Réaliser des travaux d’infrastructure et/ou d’aménagement urbain (cfr chap. II et chap. III, section 9 de l'arrêté);Infrastructuurwerken uitvoeren en/of stedenbouwkundige werken uitvoeren (cf. hfdstk. II en hfdstk. III, afdeling 9 van het besluit);11;1;10
2015;PE introduits;MV ingediend;40;Combustion (installations de);Verbranding (inrichtingen);107;69;38
2015;PE introduits;MV ingediend;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);8;3;5
2015;PE introduits;MV ingediend;59;Explosifs, airbags;Explosieven, airbags;1;0;1
2015;PE introduits;MV ingediend;87;Conserveries, boites;Conserven, conservering, blik;0;0;0
2015;PE introduits;MV ingediend;132;Tours de refroidissement;Koeltorens;0;0;0
2015;PE introduits;MV ingediend;135;Musique;Muziek;0;0;0
2015;PE délivrés;MV afgeleverd;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);4;0;4
2015;PE délivrés;MV afgeleverd;17;Bitume (dépôts);Bitumen (opslagplaat-sen);2;1;1
2015;PE délivrés;MV afgeleverd;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);2;0;2
2015;PE délivrés;MV afgeleverd;15;Béton;Beton;1;0;1
2015;PE délivrés;MV afgeleverd;131;Puits perdus;Zinkputten;1;1;0
2015;PE délivrés;MV afgeleverd;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;1;1;0
2015;PE délivrés;MV afgeleverd;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
2015;PE délivrés;MV afgeleverd;87;Conserveries, boites;Conserven, conservering, blik;0;0;0
2015;PE délivrés;MV afgeleverd;93;Plastic;Plastiek;0;0;0
2015;PE délivrés;MV afgeleverd;105;Nettoyage à sec;Droogkuis;0;0;0
2015;PE délivrés;MV afgeleverd;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2015;PE délivrés;MV afgeleverd;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;0;0;0
2014;PU introduits;SV ingediend;15.;Autre;Ander;132;130;2
2014;PE introduits;MV ingediend;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);4;1;3
2014;PE introduits;MV ingediend;84;Laboratoires de recherche, institutions d'enseigne;Onderzoekslabo-ratoria onder-wijsinstellin-gen;2;0;2
2014;PE introduits;MV ingediend;147;Café;Koffiebranderij;1;0;1
2014;PE introduits;MV ingediend;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;0;0;0
2014;PE introduits;MV ingediend;27;Amiante;Asbest;0;0;0
2014;PE introduits;MV ingediend;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;0;0;0
2014;PE introduits;MV ingediend;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
2014;PE introduits;MV ingediend;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;0;0;0
2014;PE introduits;MV ingediend;162;GSM;GSM;0;0;0
2014;PE introduits;MV ingediend;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
2014;PE délivrés;MV afgeleverd;12;Automobiles (lavage);Auto's (wassen);19;2;17
2014;PE délivrés;MV afgeleverd;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);12;5;7
2014;PE délivrés;MV afgeleverd;108;Papier (dépôts);Papier (opslagplaat-sen);12;1;11
2014;PE délivrés;MV afgeleverd;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);3;0;3
2014;PE délivrés;MV afgeleverd;69;Gaz (butane-propane);Gas (butaan-propaan);3;0;3
2014;PE délivrés;MV afgeleverd;33;Citernes (nettoyage);Tanken (schoonmaak);1;0;1
2014;PE délivrés;MV afgeleverd;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
2014;PE délivrés;MV afgeleverd;16;Béton, fabrication, sol;Productie, vloer;0;0;0
2014;PE délivrés;MV afgeleverd;62;Pompage d’essai, puits;Pompproef, proefpomping, put;0;0;0
2014;PE délivrés;MV afgeleverd;67;Morgues;Funeraria;0;0;0
2014;PE délivrés;MV afgeleverd;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
2024;PE délivrés;MV afgeleverd;132;Réfrigération (installation de);Koeling (inrichtingen);15;0;15
2024;PE délivrés;MV afgeleverd;104;Moteurs;Motoren;10;1;9
2023;PU délivrés;SV afgeleverd;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);91;75;16
2023;PE introduits;MV ingediend;40;Combustion (installations de);Verbranding (inrichtingen);0;0;0
2023;PE délivrés;MV afgeleverd;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;42;6;36
2023;PE délivrés;MV afgeleverd;68;Garages (couverts);Garages (overdekte);16;2;14
2023;PE délivrés;MV afgeleverd;3;Accumulateurs électriques;Elektrische accumulatoren;7;2;5
2023;PE délivrés;MV afgeleverd;94;Plastic;Plastiek;6;4;2
2023;PE délivrés;MV afgeleverd;82;Imprimerie;Drukkerijen;2;0;2
2023;PE délivrés;MV afgeleverd;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);2;0;2
2023;PE délivrés;MV afgeleverd;90;Magasins;Winkels;1;1;0
2023;PE délivrés;MV afgeleverd;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;1;0;1
2022;PE introduits;MV ingediend;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);0;0;0
2022;PE délivrés;MV afgeleverd;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;7;0;7
2021;PE introduits;MV ingediend;88;Liquides inflammables;Ontvlambare vloeistoffen;4;0;4
2021;PE introduits;MV ingediend;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);0;0;0
2021;PE introduits;MV ingediend;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;0;0;0
2021;PE introduits;MV ingediend;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
2021;PE introduits;MV ingediend;98;Métaux (traitement thermique);Metalen (thermische bewerking);0;0;0
2021;PE introduits;MV ingediend;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
2020;PU délivrés;SV afgeleverd;3.;Modifier la destination ou l'utilisation de tout ou partie d'un bien bâti (cfr chap. II et chap. III, section 3 de l'arrêté);De bestemming of het gebruik van het geheel of een deel van een bebouwd goed wijzigen  (cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);38;29;9
2020;PE introduits;MV ingediend;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);2;0;2
2020;PE introduits;MV ingediend;53;Dépôts (général);Opslagplaatsen (algemeen);1;0;1
2020;PE introduits;MV ingediend;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2020;PE délivrés;MV afgeleverd;68;Garages (couverts);Garages (overdekte);53;22;31
2020;PE délivrés;MV afgeleverd;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);7;0;7
2020;PE délivrés;MV afgeleverd;56;Epuration (Stations d’);Zuivering (stations);1;0;1
2020;PE délivrés;MV afgeleverd;20;Bois traitement;Houtbehandeling;0;0;0
2020;PE délivrés;MV afgeleverd;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;0;0;0
2019;PE introduits;MV ingediend;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;1;0;1
2019;PE introduits;MV ingediend;108;Papier (dépôts);Papier (opslagplaat-sen);1;1;0
2019;PE introduits;MV ingediend;86;Laiteries;Melkerijen;0;0;0
2019;PE introduits;MV ingediend;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2019;PE délivrés;MV afgeleverd;90;Magasins;Winkels;7;1;6
2014;PE délivrés;MV afgeleverd;224;Garages;Garages;14;2;12
2014;PE délivrés;MV afgeleverd;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);2;1;1
2014;PE délivrés;MV afgeleverd;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;2;1;1
2014;PE délivrés;MV afgeleverd;115;Pigeons, volailles;Duiven, gevogelte;1;0;1
2014;PE délivrés;MV afgeleverd;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;1;0;1
2014;PE délivrés;MV afgeleverd;36;Colles (dépôts);Lijm (opslagplaat-sen);0;0;0
2014;PE délivrés;MV afgeleverd;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
2014;PE délivrés;MV afgeleverd;51;Déchets;Afvalstoffen;0;0;0
2014;PE délivrés;MV afgeleverd;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2014;PE délivrés;MV afgeleverd;94;Plastic;Plastiek;0;0;0
2014;PE délivrés;MV afgeleverd;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;0;0;0
2024;PU introduits;SV ingediend;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);137;130;7
2024;PU délivrés;SV afgeleverd;13.;Placer des installations temporaires événementielles ou liées à un chantier (cfr chap. II et chap. III, section 11 de l'arrêté);Tijdelijke evenement- of bouwplaatsgebonden installaties plaatsen (cf. hfdstk. II en hfdstk. III, afdeling 11 van het besluit);16;0;16
2024;PU introduits;SV ingediend;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);30;30;0
2024;PE introduits;MV ingediend;99;Dégraissage, fontaine;Ontvettingsfontein;1;1;0
2024;PU délivrés;SV afgeleverd;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);83;72;11
2024;PE délivrés;MV afgeleverd;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);15;0;15
2024;PU délivrés;SV afgeleverd;2.;Démolir sans reconstruire (cfr chap. II et chap. III, section 2 de l'arrêté);Afbreken zonder heropbouwen (cf. hfdstk. II en hfdstk. III, afdeling 2 van het besluit);6;3;3
2024;PE délivrés;MV afgeleverd;88;Combustibles, essence;Brandstoffen, benzine;14;1;13
2024;PE introduits;MV ingediend;62;Forage, géothermie;Boring, geothermie;4;0;4
2024;PE délivrés;MV afgeleverd;72;Gaz;Gas;10;0;10
2024;PE introduits;MV ingediend;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;1;0;1
2024;PE délivrés;MV afgeleverd;45;Déchets dangereux;Gevaarlijke afvalstoffen;3;0;3
2024;PE introduits;MV ingediend;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;1;1;0
2024;PE délivrés;MV afgeleverd;51;Déchets;Afvalstoffen;3;0;3
2024;PE délivrés;MV afgeleverd;3;Accumulateurs électriques, UPS, serveurs, piles;Elektrische accumulatoren, UPS, servers;39;0;39
2024;PE délivrés;MV afgeleverd;55;Electricité, pompes;Elektriciteit, pompen;3;0;3
2024;PE délivrés;MV afgeleverd;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;5;1;4
2024;PE délivrés;MV afgeleverd;48;Compacteur, broyeur;Pers, breker, vermaler;2;0;2
2024;PE délivrés;MV afgeleverd;89;Luna-parks;Lunaparken;1;1;0
2024;PE délivrés;MV afgeleverd;150;Showroom, garage;Showroom,  garage;1;1;0
2023;PU introduits;SV ingediend;9.1.;Abattre, déplacer ou pratiquer toute intervention susceptible de mettre en péril la survie d'un ou des arbre(s) à haute tige (hors voirie) (cfr chap. II et chap. III, section 7 de l'arrêté);Vellen, verplaatsen of uitvoeren van eender welke ingreep die een bedreiging kan vormen voor het overleven van ……… (aantal) hoogstammige bo(o)m(en) (gelegen buiten de weg) / het silhouet wijzigen van……… (aantal) bo(o)m(en) ingeschreven op de inventaris van het onroerend erfgoed (cf. hfdstk. II en hfdstk. III, afdeling 7 van het besluit);17;14;3
2023;PU introduits;SV ingediend;3.;Modifier la destination ou l'utilisation de tout ou partie d'un bien bâti (cfr chap. II et chap. III, section 3 de l'arrêté);De bestemming of het gebruik van het geheel of een deel van een bebouwd goed wijzigen  (cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);60;52;8
2023;PU délivrés;SV afgeleverd;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);2;2;0
2023;PU introduits;SV ingediend;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";4;2;2
2023;PE introduits;MV ingediend;53;Dépôts général;Algemene opslagplaats;9;2;7
2023;PU délivrés;SV afgeleverd;15.;Autre;Ander;15;7;8
2023;PE introduits;MV ingediend;99;Dégraissage, fontaine;Ontvettingsfontein;1;0;1
2023;PE introduits;MV ingediend;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;10;7;3
2023;PE introduits;MV ingediend;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;1;0;1
