Classe PEB;Classe PEB principale;Émission C02 kWh/m²/an;Type;Type;Type;Catégorie de logement;Woningcategorie;Housing category;ID Lot;ID Immeuble;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;Coordonnées géographiques
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03240;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06509;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A-;A;36;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06735;0439;RUE DU LOMBARD 26;26 LOMBARDSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.84584, 4.3506092
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03094;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B-;B;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06508;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;71;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06739;0439;RUE DU LOMBARD 26;26 LOMBARDSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.84584, 4.3506092
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03174;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C+;C;21;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02587;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C+;C;112;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06740;0439;RUE DU LOMBARD 26;26 LOMBARDSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.84584, 4.3506092
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03233;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C+;C;21;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02592;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
A-;A;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06793;0448;Avenue du Maelbeek 19;19 Maalbeeklaan;1000;Bruxelles;Brussel;Schumann;Schumann;50.8858293, 4.3158085
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03190;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C+;C;21;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05984;0407;RUE LOCQUENGHIEN 20;20 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537945, 4.3442694
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06792;0448;Avenue du Maelbeek 19;19 Maalbeeklaan;1000;Bruxelles;Brussel;Schumann;Schumann;50.8858293, 4.3158085
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03204;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;10;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05991;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
A+;A;3;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07192;0476;RUE DE LA SENNE 84;84 ZENNESTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8462281, 4.3398176
C;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03209;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;26;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04798;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00002;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C+;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03103;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
A;A;5;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06375;0427;ALLEE VERTE 116;116 GROENDREEF;1000;Bruxelles;Brussel;Nord;Noord;50.8711707, 4.3604177
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00040;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03239;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;12;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06385;0428;RUE MASUI 96;96 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8677499, 4.3598666
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00018;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03131;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;11;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06381;0428;RUE MASUI 96;96 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8677499, 4.3598666
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00013;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C+;C;30;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03105;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;27;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03871;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00039;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02602;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C+;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03870;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00009;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02600;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C;C;24;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03875;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00029;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C-;C;26;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02611;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
B-;B;17;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06745;0441;RUE DES SIX JETONS 16-20;16-20 ZESPENNINGENSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8460005, 4.3456815
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00299;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
C;C;23;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02781;0110;BOULEVARD DU 9E DE LIGNE 40;40 9DE LINIELAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8508056, 4.3517777777777775
C-;C;27;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01959;0083;BOULEVARD ANSPACH 142;142 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8476219, 4.3492573
C-;C;30;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00319;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
C;C;24;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03622;0128;RUE DU PELICAN 6;6 PELIKAANSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545783, 4.3537319
C-;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01962;0083;BOULEVARD ANSPACH 142;142 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8476219, 4.3492573
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00488;0015;RUE DES HALLES 9;9 HALLENSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8676116, 4.3765686
C;C;23;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01882;0078;CHAUSSEE D'ANVERS 72;72 ANTWERPSESTEENWEG;1000;Bruxelles;Brussel;Nord;Noord;50.8595132, 4.3546816
C;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01960;0083;BOULEVARD ANSPACH 142;142 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8476219, 4.3492573
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00483;0015;RUE DES HALLES 9;9 HALLENSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8676116, 4.3765686
C-;C;29;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02965;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
C-;C;27;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01957;0083;BOULEVARD ANSPACH 142;142 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8476219, 4.3492573
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00519;0016;BOULEVARD ADOLPHE MAX 83;83 ADOLPHE MAXLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537397, 4.3561636
C-;C;25;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03665;0132;RUE DES MENAGES 60;60 HUISHOUDENSSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8349837, 4.3433494
C-;C;28;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02015;0087;BOULEVARD ANSPACH 129;129 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8504523, 4.3522066
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01098;0056;RUE DU MONITEUR 16;16 STAATSBLADSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849038, 4.3648332
B+;B;14;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06667;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06112;0412;PLACE ROUPPE 1;1 ROUPPEPLEIN;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.843275, 4.3470375
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01140;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00083;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C+;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04909;0348;RUE DU LAVOIR 30;30 WASSERIJSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8387331, 4.3443716
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01285;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00077;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C-;C;31;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02959;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01299;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00064;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C;C;27;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03807;0150;RUE DE LA PREVOYANCE 15;15 VOORZORGSSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8354847, 4.3497701
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01442;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00072;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C+;C;21;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03824;0151;RUE NOTRE-SEIGNEUR 21;21 ONS-HEERSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8403049, 4.3503983
C-;C;30;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02862;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00074;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02125;0092;RUE DE LA FLECHE 5;5 PIJLSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8589084, 4.3527111
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02869;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00099;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02161;0092;RUE DE LA FLECHE 5;5 PIJLSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8589084, 4.3527111
C-;C;30;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02872;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C+;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00549;0018;BOULEVARD ADOLPHE MAX 108;108 ADOLPHE MAXLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8544587, 4.3563898
C+;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05526;0396;AVENUE DE L'HELIPORT 41-49;41-49 HELIHAVENLAAN;1000;Bruxelles;Brussel;Nord;Noord;50.8653646, 4.3577946
C-;C;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03063;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01147;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06158;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07097;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01150;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
A-;A;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06155;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07096;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01213;0068;RUE DE L'HOPITAL 9-23;9-23 GASTHUISSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.8442815, 4.3529677
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06564;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B+;B;12;Maison;Huis;House;Moyen;Middenklasse;Middle;07062;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01327;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06563;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07061;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01319;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06561;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07120;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01325;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06566;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07063;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01776;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
