Classe PEB;Classe PEB principale;Émission C02 kWh/m²/an;Type;Type;Type;Catégorie de logement;Woningcategorie;Housing category;ID Lot;ID Immeuble;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;Coordonnées géographiques
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06321;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06323;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06330;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
A-;A;8;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06328;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C+;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06632;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
B;B;22;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06648;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
B;B;21;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06626;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
C+;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06639;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
B-;B;23;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06652;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
A;A;6;Studio;Studio;Studio;Moyen;Middenklasse;Middle;07193;0476;RUE DE LA SENNE 84;84 ZENNESTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8462281, 4.3398176
B;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06908;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06886;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06896;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06902;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
A;A;5;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06959;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06966;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A;A;4;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06969;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06970;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06981;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06984;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06980;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06977;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07115;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07102;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07112;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07087;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C+;C;21;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02484;0095;RUE DE L'EPARGNE 4;4 SPAARSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8547501, 4.3530174
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00569;0018;BOULEVARD ADOLPHE MAX 108;108 ADOLPHE MAXLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8544587, 4.3563898
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00715;0020;RUE DE L'ENSEIGNEMENT 65;65 ONDERRICHTSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8488996, 4.3654377
C;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02626;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C;C;24;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02625;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C+;C;20;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02622;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
B-;B;16;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02977;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
C;C;22;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02978;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01798;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
B;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01797;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01799;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01805;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C-;C;11;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03909;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01450;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01377;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01349;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01383;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01348;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01373;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01345;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01437;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01401;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01360;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01445;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01347;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01370;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;12;Maison;Huis;House;Moyen;Middenklasse;Middle;07067;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
B+;B;7;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06850;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
A-;A;6;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06840;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B+;B;7;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06848;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
C-;C;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05608;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C;C;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05623;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C+;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05714;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
B;B;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05710;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05721;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05722;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05719;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05847;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05846;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C+;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06427;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06418;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C+;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06411;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06396;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06416;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C+;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06419;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06405;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06490;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06504;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06498;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06482;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A-;A;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06477;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06469;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06484;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A-;A;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06476;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06488;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A;A;5;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06764;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06767;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
B+;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06759;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05443;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05437;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05463;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05457;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05612;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05614;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05613;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05579;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05603;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05624;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05718;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05838;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05848;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05861;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05841;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05849;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C;C;25;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02572;0096;RUE DU PONT-NEUF 8;8 NIEUWBRUG;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545872, 4.3526206
C+;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02588;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C+;C;21;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02589;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
